page	line	occurrence	token	token_start	token_end	marked_index	current_context	reviewed_token	mark_on	status
bnf-f0091	c2-l012	1	algũa	9	14	3	gũa	algũa	u	human_scan_confirmed
bnf-f0091	c2-l019	1	desfeição	30	39	7	ção	desfeição	a	batch_review_unverified
bnf-f0091	c2-l023	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0091	c2-l026	1	algũa	32	37	3	gũa	algũa	u	human_scan_confirmed
bnf-f0091	c2-l040	1	Hũa	13	16	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0091	c2-l046	1	feição	41	47	4	ção	feição	a	batch_review_unverified
bnf-f0092	c1-l001	1	meloẽs	23	29	4	oẽs	meloẽs	e	human_scan_confirmed
bnf-f0092	c1-l002	1	pilão	37	42	3	lão	pilão	a	batch_review_unverified
bnf-f0092	c1-l006	1	algũa	10	15	3	gũa	algũa	u	human_scan_confirmed
bnf-f0092	c1-l011	1	não	35	38	1	não	não	a	batch_review_unverified
bnf-f0092	c1-l011	2	ſão	39	42	1	ſão	ſão	a	batch_review_unverified
bnf-f0092	c1-l019	1	Hũa	13	16	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0092	c1-l021	1	ſarmão	16	22	4	mão	ſarmão	a	batch_review_unverified
bnf-f0092	c1-l029	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0092	c1-l035	1	vão	0	3	1	vão	vão	a	batch_review_unverified
bnf-f0092	c1-l047	1	não	4	7	1	não	não	a	batch_review_unverified
bnf-f0092	c1-l047	2	ſão	8	11	1	ſão	ſão	a	batch_review_unverified
bnf-f0092	c2-l015	1	algũa	16	21	3	gũa	algũa	u	human_scan_confirmed
bnf-f0092	c2-l016	1	algũas	23	29	3	gũa	algũas	u	human_scan_confirmed
bnf-f0092	c2-l033	1	vão	7	10	1	vão	vão	a	batch_review_unverified
bnf-f0092	c2-l043	1	quã	41	44	2	uã	quã	a	batch_review_unverified
bnf-f0092	c2-l044	1	rábão	22	27	3	bão	rábão	a	batch_review_unverified
bnf-f0093	c1-l016	1	meãs	3	7	2	eãs	meãs	a	batch_review_unverified
bnf-f0093	c1-l021	1	ſegarão	15	22	5	rão	ſegarão	a	batch_review_unverified
bnf-f0093	c1-l021	2	recolherão	26	36	8	rão	recolherão	a	batch_review_unverified
bnf-f0093	c1-l026	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0093	c1-l027	1	hũa	15	18	1	hũa	hũa	u	batch_review_unverified
bnf-f0093	c1-l029	1	Bordão	11	17	4	dão	Bordão	a	batch_review_unverified
bnf-f0093	c1-l029	2	leuão	22	27	3	uão	leuão	a	batch_review_unverified
bnf-f0093	c1-l030	1	falcão	3	9	4	cão	falcão	a	batch_review_unverified
bnf-f0093	c1-l039	1	Caixão	8	14	4	xão	Caixão	a	batch_review_unverified
bnf-f0093	c1-l039	2	Iapão	18	23	3	pão	Iapão	a	batch_review_unverified
bnf-f0093	c1-l040	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0093	c1-l044	1	hũa	17	20	1	hũa	hũa	u	batch_review_unverified
bnf-f0093	c1-l045	1	aſſentão	19	27	6	tão	aſſentão	a	batch_review_unverified
bnf-f0093	c1-l046	1	amarrão	5	12	5	rão	amarrão	a	batch_review_unverified
bnf-f0093	c2-l012	1	algũa	21	26	3	gũa	algũa	u	batch_review_unverified
bnf-f0093	c2-l029	1	algũa	4	9	3	gũa	algũa	u	batch_review_unverified
bnf-f0093	c2-l031	1	algũa	8	13	3	gũa	algũa	u	human_scan_confirmed
bnf-f0093	c2-l034	1	algũa	10	15	3	gũa	algũa	u	batch_review_unverified
bnf-f0093	c2-l041	1	não	18	21	1	não	não	a	batch_review_unverified
bnf-f0093	c2-l046	1	hũa	8	11	1	hũa	hũa	u	batch_review_unverified
bnf-f0094	c1-l005	1	Estauão	24	31	5	uão	Estauão	a	batch_review_unverified
bnf-f0094	c1-l006	1	cortarão	7	15	6	rão	cortarão	a	batch_review_unverified
bnf-f0094	c1-l010	1	Vão	5	8	1	Vão	Vão	a	batch_review_unverified
bnf-f0094	c1-l018	1	Hũa	19	22	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0094	c1-l030	1	dalgũa	38	44	4	gũa	dalgũa	u	human_scan_confirmed
bnf-f0094	c1-l036	1	Iapão	9	14	3	pão	Iapão	a	batch_review_unverified
bnf-f0094	c2-l001	1	mão	33	36	1	mão	mão	a	batch_review_unverified
bnf-f0094	c2-l002	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0094	c2-l009	1	não	24	27	1	não	não	a	batch_review_unverified
bnf-f0094	c2-l010	1	rezão	28	33	3	zão	rezão	a	batch_review_unverified
bnf-f0094	c2-l011	1	algũa	27	32	3	gũa	algũa	u	batch_review_unverified
bnf-f0094	c2-l014	1	quã	38	41	2	uã	quã	a	batch_review_unverified
bnf-f0094	c2-l026	1	boyão	32	37	3	yão	boyão	a	batch_review_unverified
bnf-f0094	c2-l027	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0094	c2-l027	2	nuuẽs	36	41	3	uẽs	nuuẽs	e	batch_review_unverified
bnf-f0094	c2-l028	1	Iapão	25	30	3	pão	Iapão	a	batch_review_unverified
bnf-f0094	c2-l033	1	erão	11	15	2	rão	erão	a	batch_review_unverified
bnf-f0094	c2-l044	1	algũas	6	12	3	gũa	algũas	u	batch_review_unverified
bnf-f0095	c1-l002	1	Não	7	10	1	Não	Não	a	batch_review_unverified
bnf-f0095	c1-l004	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c1-l004	2	gẽa	22	25	1	gẽa	gẽa	e	batch_review_unverified
bnf-f0095	c1-l005	1	não	41	44	1	não	não	a	batch_review_unverified
bnf-f0095	c1-l007	1	verão	9	14	3	rão	verão	a	batch_review_unverified
bnf-f0095	c1-l014	1	Iapão	33	38	3	pão	Iapão	a	batch_review_unverified
bnf-f0095	c1-l015	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c1-l016	1	tão	0	3	1	tão	tão	a	batch_review_unverified
bnf-f0095	c1-l016	2	beõbus	18	24	2	eõb	beõbus	o	batch_review_unverified
bnf-f0095	c1-l019	1	condição	17	25	6	ção	condição	a	batch_review_unverified
bnf-f0095	c1-l026	1	Hũa	11	14	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c1-l026	2	contão	37	43	4	tão	contão	a	batch_review_unverified
bnf-f0095	c1-l036	1	algũa	10	15	3	gũa	algũa	u	human_scan_confirmed
bnf-f0095	c1-l036	2	não	34	37	1	não	não	a	batch_review_unverified
bnf-f0095	c1-l039	1	algũa	0	5	3	gũa	algũa	u	human_scan_confirmed
bnf-f0095	c1-l039	2	dalgũa	21	27	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0095	c1-l041	1	Hũa	11	14	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c1-l042	1	hũa	28	31	1	hũa	hũa	u	batch_review_unverified
bnf-f0095	c1-l043	1	não	4	7	1	não	não	a	batch_review_unverified
bnf-f0095	c1-l045	1	hũa	34	37	1	hũa	hũa	u	batch_review_unverified
bnf-f0095	c2-l001	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c2-l002	1	hũa	7	10	1	hũa	hũa	u	batch_review_unverified
bnf-f0095	c2-l005	1	Iapoẽs	9	15	4	oẽs	Iapoẽs	e	human_scan_confirmed
bnf-f0095	c2-l005	2	Hũa	25	28	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c2-l007	1	hũa	36	39	1	hũa	hũa	u	batch_review_unverified
bnf-f0095	c2-l008	1	Hũa	33	36	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c2-l010	1	hũa	15	18	1	hũa	hũa	u	batch_review_unverified
bnf-f0095	c2-l018	1	Hũa	11	14	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c2-l025	1	algũa	8	13	3	gũa	algũa	u	human_scan_confirmed
bnf-f0095	c2-l033	1	Iapão	31	36	3	pão	Iapão	a	batch_review_unverified
bnf-f0095	c2-l035	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c2-l035	2	hũa	24	27	1	hũa	hũa	u	batch_review_unverified
bnf-f0095	c2-l036	1	Hũa	9	12	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c2-l037	1	quimões	22	29	4	mõe	quimões	o	batch_review_unverified
bnf-f0095	c2-l039	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0095	c2-l046	1	hũa	12	15	1	hũa	hũa	u	batch_review_unverified
bnf-f0095	catch-l001	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0096	c1-l001	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0096	c1-l001	2	hũa	25	28	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c1-l002	1	hũa	37	40	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c1-l005	1	mão	0	3	1	mão	mão	a	batch_review_unverified
bnf-f0096	c1-l014	1	ſenſão	24	30	4	ſão	ſenſão	a	batch_review_unverified
bnf-f0096	c1-l017	1	algũa	15	20	3	gũa	algũa	u	batch_review_unverified
bnf-f0096	c1-l019	1	algũa	33	38	3	gũa	algũa	u	batch_review_unverified
bnf-f0096	c1-l020	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0096	c1-l022	1	hũa	8	11	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c1-l026	1	hũa	34	37	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c1-l033	1	Vnmeĩ	29	34	4	eĩ	Vnmeĩ	i	batch_review_unverified
bnf-f0096	c1-l042	1	Iapão	18	23	3	pão	Iapão	a	batch_review_unverified
bnf-f0096	c2-l012	1	leuão	30	35	3	uão	leuão	a	batch_review_unverified
bnf-f0096	c2-l013	1	hũa	21	24	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c2-l015	1	hũa	36	39	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c2-l024	1	vſão	14	18	2	ſão	vſão	a	batch_review_unverified
bnf-f0096	c2-l029	1	hũa	26	29	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c2-l031	1	hũa	3	6	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c2-l032	1	hũa	27	30	1	hũa	hũa	u	batch_review_unverified
bnf-f0096	c2-l037	1	Conuerſação	9	20	9	ção	Conuerſação	a	batch_review_unverified
bnf-f0097	c1-l009	1	algũa	34	39	3	gũa	algũa	u	batch_review_unverified
bnf-f0097	c1-l020	1	hũa	20	23	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c1-l021	1	hũa	34	37	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c1-l023	1	hũa	39	42	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c1-l025	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0097	c1-l026	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0097	c1-l029	1	não	23	26	1	não	não	a	batch_review_unverified
bnf-f0097	c1-l029	2	não	37	40	1	não	não	a	batch_review_unverified
bnf-f0097	c1-l033	1	afflição	0	8	6	ção	afflição	a	batch_review_unverified
bnf-f0097	c1-l035	1	Boyãozinho	11	21	3	yão	Boyãozinho	a	batch_review_unverified
bnf-f0097	c1-l037	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0097	c1-l037	2	mão	12	15	1	mão	mão	a	batch_review_unverified
bnf-f0097	c1-l040	1	Aleijão	8	15	5	jão	Aleijão	a	batch_review_unverified
bnf-f0097	c1-l042	1	hũa	37	40	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c1-l043	1	não	9	12	1	não	não	a	batch_review_unverified
bnf-f0097	c1-l047	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0097	c2-l001	1	hũa	12	15	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l001	2	dalgũa	32	38	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0097	c2-l005	1	Hũa	13	16	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0097	c2-l007	1	hũa	22	25	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l008	1	Hũa	12	15	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0097	c2-l009	1	não	25	28	1	não	não	a	batch_review_unverified
bnf-f0097	c2-l009	2	deixão	29	35	4	xão	deixão	a	batch_review_unverified
bnf-f0097	c2-l010	1	dão	25	28	1	dão	dão	a	batch_review_unverified
bnf-f0097	c2-l010	2	não	42	45	1	não	não	a	batch_review_unverified
bnf-f0097	c2-l013	1	hũa	22	25	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l015	1	hũa	8	11	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l015	2	não	21	24	1	não	não	a	batch_review_unverified
bnf-f0097	c2-l016	1	algũa	19	24	3	gũa	algũa	u	human_scan_confirmed
bnf-f0097	c2-l018	1	não	36	39	1	não	não	a	batch_review_unverified
bnf-f0097	c2-l019	1	Hũa	14	17	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0097	c2-l019	2	contão	40	46	4	tão	contão	a	batch_review_unverified
bnf-f0097	c2-l021	1	não	0	3	1	não	não	a	batch_review_unverified
bnf-f0097	c2-l021	2	irmão	7	12	3	mão	irmão	a	batch_review_unverified
bnf-f0097	c2-l027	1	hũa	28	31	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l034	1	Pouoação	14	22	6	ção	Pouoação	a	batch_review_unverified
bnf-f0097	c2-l035	1	hũa	32	35	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l037	1	não	23	26	1	não	não	a	batch_review_unverified
bnf-f0097	c2-l037	2	ſão	27	30	1	ſão	ſão	a	batch_review_unverified
bnf-f0097	c2-l039	1	não	39	42	1	não	não	a	batch_review_unverified
bnf-f0097	c2-l039	2	ſão	43	46	1	ſão	ſão	a	batch_review_unverified
bnf-f0097	c2-l041	1	hũa	33	36	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l042	1	hũa	27	30	1	hũa	hũa	u	batch_review_unverified
bnf-f0097	c2-l045	1	jogão	37	42	3	gão	jogão	a	batch_review_unverified
bnf-f0097	c2-l046	1	ſão	0	3	1	ſão	ſão	a	batch_review_unverified
bnf-f0097	c2-l046	2	nalgũa	14	20	4	gũa	nalgũa	u	human_scan_confirmed
bnf-f0097	c2-l047	1	hũa	40	43	1	hũa	hũa	u	batch_review_unverified
bnf-f0098	c1-l002	1	algũa	21	26	3	gũa	algũa	u	human_scan_confirmed
bnf-f0098	c1-l006	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0098	c1-l008	1	hũa	4	7	1	hũa	hũa	u	batch_review_unverified
bnf-f0098	c1-l008	2	hũa	22	25	1	hũa	hũa	u	batch_review_unverified
bnf-f0098	c1-l008	3	hũa	33	36	1	hũa	hũa	u	batch_review_unverified
bnf-f0098	c1-l015	1	algũo	33	38	3	gũo	algũo	u	batch_review_unverified
bnf-f0098	c1-l017	1	Hũa	9	12	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0098	c1-l018	1	hũa	18	21	1	hũa	hũa	u	batch_review_unverified
bnf-f0098	c1-l021	1	nenhũa	17	23	4	hũa	nenhũa	u	batch_review_unverified
bnf-f0098	c1-l024	1	hũa	21	24	1	hũa	hũa	u	batch_review_unverified
bnf-f0098	c1-l024	2	hũa	37	40	1	hũa	hũa	u	batch_review_unverified
bnf-f0098	c1-l033	1	Iiẽ	34	37	2	iẽ	Iiẽ	e	batch_review_unverified
bnf-f0098	c1-l034	1	algũa	25	30	3	gũa	algũa	u	human_scan_confirmed
bnf-f0098	c1-l037	1	Iapão	17	22	3	pão	Iapão	a	batch_review_unverified
bnf-f0098	c1-l047	1	ladrão	33	39	4	rão	ladrão	a	batch_review_unverified
bnf-f0098	c2-l003	1	feição	17	23	4	ção	feição	a	batch_review_unverified
bnf-f0098	c2-l004	1	feição	28	34	4	ção	feição	a	batch_review_unverified
bnf-f0098	c2-l007	1	guardão	21	28	5	dão	guardão	a	batch_review_unverified
bnf-f0098	c2-l009	1	mão	9	12	1	mão	mão	a	batch_review_unverified
bnf-f0098	c2-l010	1	mão	30	33	1	mão	mão	a	batch_review_unverified
bnf-f0098	c2-l021	1	Calçoẽs	12	19	5	oẽs	Calçoẽs	e	human_scan_confirmed
bnf-f0098	c2-l025	1	Embarcação	10	20	8	ção	Embarcação	a	batch_review_unverified
bnf-f0098	c2-l035	1	Hũa	13	16	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0098	c2-l039	1	feição	14	20	4	ção	feição	a	batch_review_unverified
bnf-f0098	c2-l040	1	Iapão	0	5	3	pão	Iapão	a	batch_review_unverified
bnf-f0098	c2-l045	1	uantão	0	6	4	tão	uantão	a	batch_review_unverified
bnf-f0099	c1-l004	1	compaixão	21	30	7	xão	compaixão	a	batch_review_unverified
bnf-f0099	c1-l006	1	paixão	0	6	4	xão	paixão	a	batch_review_unverified
bnf-f0099	c1-l006	2	compaixão	17	26	7	xão	compaixão	a	batch_review_unverified
bnf-f0099	c1-l011	1	algũa	22	27	3	gũa	algũa	u	batch_review_unverified
bnf-f0099	c1-l017	1	ficão	37	42	3	cão	ficão	a	batch_review_unverified
bnf-f0099	c1-l045	1	algũa	17	22	3	gũa	algũa	u	batch_review_unverified
bnf-f0099	c2-l007	1	mãos	21	25	1	mão	mãos	a	batch_review_unverified
bnf-f0099	c2-l013	1	Gastão	15	21	4	tão	Gastão	a	batch_review_unverified
bnf-f0099	c2-l029	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0099	c2-l035	1	Camarão	10	17	5	rão	Camarão	a	batch_review_unverified
bnf-f0100	c1-l002	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0100	c1-l003	1	Niũô	23	27	2	iũô	Niũô	u	batch_review_unverified
bnf-f0100	c1-l006	1	hũa	29	32	1	hũa	hũa	u	batch_review_unverified
bnf-f0100	c1-l015	1	Hũa	6	9	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0100	c1-l018	1	estão	28	33	3	tão	estão	a	batch_review_unverified
bnf-f0100	c1-l040	1	algũa	18	23	3	gũa	algũa	u	human_scan_confirmed
bnf-f0100	c2-l009	1	dalguẽ	18	24	5	uẽ	dalguẽ	e	batch_review_unverified
bnf-f0100	c2-l009	2	mãos	31	35	1	mão	mãos	a	batch_review_unverified
bnf-f0100	c2-l009	3	chão	39	43	2	hão	chão	a	batch_review_unverified
bnf-f0100	c2-l014	1	Hũa	7	10	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0100	c2-l020	1	trauão	34	40	4	uão	trauão	a	human_scan_confirmed
bnf-f0100	c2-l026	1	nacião	5	11	4	ião	nacião	a	batch_review_unverified
bnf-f0100	c2-l033	1	Não	14	17	1	Não	Não	a	batch_review_unverified
bnf-f0100	c2-l034	1	não	7	10	1	não	não	a	batch_review_unverified
bnf-f0100	c2-l034	2	cozião	11	17	4	ião	cozião	a	batch_review_unverified
bnf-f0101	c1-l010	1	rão	0	3	1	rão	rão	a	batch_review_unverified
bnf-f0101	c1-l014	1	algũa	26	31	3	gũa	algũa	u	batch_review_unverified
bnf-f0101	c1-l015	1	dedução	16	23	5	ção	dedução	a	batch_review_unverified
bnf-f0101	c1-l024	1	crião	31	36	3	ião	crião	a	batch_review_unverified
bnf-f0101	c1-l026	1	deixão	0	6	4	xão	deixão	a	batch_review_unverified
bnf-f0101	c1-l026	2	hũa	19	22	1	hũa	hũa	u	batch_review_unverified
bnf-f0101	c1-l027	1	hão	16	19	1	hão	hão	a	batch_review_unverified
bnf-f0101	c1-l029	1	Pauelhão	12	20	6	hão	Pauelhão	a	batch_review_unverified
bnf-f0101	c1-l031	1	Hũa	6	9	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0101	c1-l032	1	verão	28	33	3	rão	verão	a	batch_review_unverified
bnf-f0101	c1-l038	1	hũa	16	19	1	hũa	hũa	u	batch_review_unverified
bnf-f0101	c1-l043	1	armão	36	41	3	mão	armão	a	batch_review_unverified
bnf-f0101	c1-l044	1	pauelhão	2	10	6	hão	pauelhão	a	batch_review_unverified
bnf-f0101	c2-l021	1	pintiãos	0	8	5	ião	pintiãos	a	batch_review_unverified
bnf-f0101	c2-l022	1	pintiãos	28	36	5	ião	pintiãos	a	batch_review_unverified
bnf-f0101	c2-l031	1	eſtauão	20	27	5	uão	eſtauão	a	batch_review_unverified
bnf-f0101	c2-l032	1	traição	8	15	5	ção	traição	a	batch_review_unverified
bnf-f0101	c2-l044	1	Repetição	0	9	7	ção	Repetição	a	batch_review_unverified
bnf-f0101	c2-l046	1	Hũa	20	23	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0102	c1-l003	1	cõuerteos	11	20	1	cõu	cõuerteos	o	batch_review_unverified
bnf-f0102	c1-l007	1	botauão	3	10	5	uão	botauão	a	batch_review_unverified
bnf-f0102	c1-l011	1	Iiẽ	34	37	2	iẽ	Iiẽ	e	batch_review_unverified
bnf-f0102	c1-l012	1	algũa	7	12	3	ũa	algũa	u	machine_scan_corrected
bnf-f0102	c1-l016	1	calções	33	40	4	çõe	calções	o	batch_review_unverified
bnf-f0102	c1-l020	1	calções	0	7	4	çõe	calções	o	batch_review_unverified
bnf-f0102	c1-l021	1	golſão	27	33	4	ſão	golſão	a	batch_review_unverified
bnf-f0102	c1-l024	1	Não	11	14	1	Não	Não	a	batch_review_unverified
bnf-f0102	c1-l025	1	cações	0	6	3	çõe	cações	o	batch_review_unverified
bnf-f0102	c1-l034	1	comechão	4	12	6	hão	comechão	a	batch_review_unverified
bnf-f0102	c1-l036	1	meçhão	0	6	4	hão	meçhão	a	batch_review_unverified
bnf-f0102	c1-l037	1	Comechão	8	16	6	hão	Comechão	a	batch_review_unverified
bnf-f0102	c1-l039	1	não	29	32	1	não	não	a	batch_review_unverified
bnf-f0102	c1-l040	1	não	8	11	1	não	não	a	batch_review_unverified
bnf-f0102	c1-l043	1	chão	0	4	2	hão	chão	a	batch_review_unverified
bnf-f0102	c1-l044	1	não	22	25	1	não	não	a	batch_review_unverified
bnf-f0102	c2-l008	1	não	40	43	1	não	não	a	batch_review_unverified
bnf-f0102	c2-l009	1	Hũa	28	31	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0102	c2-l012	1	armação	22	29	5	ção	armação	a	batch_review_unverified
bnf-f0102	c2-l016	1	armação	15	22	5	ção	armação	a	batch_review_unverified
bnf-f0102	c2-l019	1	hũas	30	34	1	hũa	hũas	u	batch_review_unverified
bnf-f0102	c2-l020	1	vſão	31	35	2	ſão	vſão	a	batch_review_unverified
bnf-f0102	c2-l025	1	embarcação	33	43	8	ção	embarcação	a	batch_review_unverified
bnf-f0102	c2-l028	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0102	c2-l031	1	não	35	38	1	não	não	a	batch_review_unverified
bnf-f0102	c2-l033	1	embarcação	0	10	8	ção	embarcação	a	batch_review_unverified
bnf-f0102	c2-l038	1	Ladrão	24	30	4	rão	Ladrão	a	batch_review_unverified
bnf-f0102	c2-l040	1	ladrão	14	20	4	rão	ladrão	a	batch_review_unverified
bnf-f0103	c1a-l002	1	algũa	14	19	3	gũa	algũa	u	batch_review_unverified
bnf-f0103	c1a-l004	1	algũa	11	16	3	gũa	algũa	u	batch_review_unverified
bnf-f0103	c1a-l006	1	hũa	17	20	1	hũa	hũa	u	batch_review_unverified
bnf-f0103	c1a-l013	1	algũa	17	22	3	ũa	algũa	u	machine_scan_corrected
bnf-f0103	c1a-l017	1	algũa	9	14	3	ũa	algũa	u	machine_scan_corrected
bnf-f0103	c1a-l019	1	cercão	37	43	4	cão	cercão	a	batch_review_unverified
bnf-f0103	c1a-l020	1	leuão	2	7	3	uão	leuão	a	batch_review_unverified
bnf-f0103	c1a-l020	2	ſão	41	44	1	ſão	ſão	a	batch_review_unverified
bnf-f0103	c1b-l001	1	Hũa	5	8	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0103	c1b-l001	2	hũa	24	27	1	hũa	hũa	u	batch_review_unverified
bnf-f0103	c1b-l006	1	Hũa	11	14	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0103	c1b-l007	1	tirão	28	33	3	rão	tirão	a	batch_review_unverified
bnf-f0103	c1b-l009	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0103	c1b-l013	1	loẽs	0	4	2	oẽs	loẽs	e	batch_review_unverified
bnf-f0103	c1b-l014	1	alimpão	36	43	5	pão	alimpão	a	batch_review_unverified
bnf-f0103	c1b-l020	1	ajuntão	30	37	5	tão	ajuntão	a	batch_review_unverified
bnf-f0103	c2-l013	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0103	c2-l032	1	não	0	3	1	não	não	a	batch_review_unverified
bnf-f0103	c2-l033	1	não	30	33	1	não	não	a	batch_review_unverified
bnf-f0104	c1-l005	1	embarcações	18	29	8	çõe	embarcações	o	batch_review_unverified
bnf-f0104	c1-l006	1	não	12	15	1	não	não	a	batch_review_unverified
bnf-f0104	c1-l011	1	Bojão	10	15	3	jão	Bojão	a	batch_review_unverified
bnf-f0104	c1-l011	2	guardão	23	30	5	dão	guardão	a	batch_review_unverified
bnf-f0104	c1-l014	1	hũa	14	17	1	hũa	hũa	u	batch_review_unverified
bnf-f0104	c1-l020	1	mãos	3	7	1	mão	mãos	a	batch_review_unverified
bnf-f0104	c1-l033	1	não	28	31	1	não	não	a	batch_review_unverified
bnf-f0104	c2-l010	1	algũa	18	23	3	gũa	algũa	u	batch_review_unverified
bnf-f0104	c2-l012	1	chão	13	17	2	hão	chão	a	batch_review_unverified
bnf-f0104	c2-l023	1	caſão	0	5	3	ſão	caſão	a	batch_review_unverified
bnf-f0104	c2-l026	1	inuenção	0	8	6	ção	inuenção	a	batch_review_unverified
bnf-f0104	c2-l041	1	Eſpeculação	22	33	9	ção	Eſpeculação	a	batch_review_unverified
bnf-f0104	c2-l043	1	alguẽ	27	32	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0105	c1-l022	1	Não	8	11	1	Não	Não	a	batch_review_unverified
bnf-f0105	c1-l022	2	não	22	25	1	não	não	a	batch_review_unverified
bnf-f0105	c1-l036	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0105	c1-l038	1	algũa	31	36	3	ũa	algũa	u	machine_scan_corrected
bnf-f0105	c1-l044	1	algũa	11	16	3	ũa	algũa	u	machine_scan_corrected
bnf-f0105	c2-l012	1	algũa	29	34	3	ũa	algũa	u	machine_scan_corrected
bnf-f0105	c2-l027	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0105	c2-l029	1	vzão	0	4	2	zão	vzão	a	batch_review_unverified
bnf-f0105	c2-l038	1	pendurão	6	14	6	rão	pendurão	a	batch_review_unverified
bnf-f0105	c2-l038	2	algũa	15	20	3	ũa	algũa	u	machine_scan_corrected
bnf-f0105	c2-l039	1	cação	0	5	3	ção	cação	a	batch_review_unverified
bnf-f0105	c2-l044	1	Bordão	23	29	4	dão	Bordão	a	batch_review_unverified
bnf-f0106	c1-l019	1	não	27	30	1	não	não	a	batch_review_unverified
bnf-f0106	c1-l020	1	hũa	14	17	1	hũa	hũa	u	batch_review_unverified
bnf-f0106	c1-l024	1	andão	29	34	3	dão	andão	a	batch_review_unverified
